fold,best_threshold,acc,balanced_acc,precision,recall,f1,precision_macro,recall_macro,f1_macro,precision_c0,recall_c0,f1_c0,precision_c1,recall_c1,f1_c1
12,0.30000000000000004,0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.85,0.625,0.611764705882353,1.0,0.25,0.4,0.7,1.0,0.8235294117647058
13,0.35,0.5454545454545454,0.42857142857142855,0.6,0.8571428571428571,0.7058823529411765,0.3,0.42857142857142855,0.35294117647058826,0.0,0.0,0.0,0.6,0.8571428571428571,0.7058823529411765
14,0.275,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
15,0.375,0.7272727272727273,0.625,0.7,1.0,0.8235294117647058,0.85,0.625,0.611764705882353,1.0,0.25,0.4,0.7,1.0,0.8235294117647058
16,0.35,0.6363636363636364,0.6071428571428572,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6071428571428572,0.6071428571428572,0.6071428571428572,0.5,0.5,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143
17,0.30000000000000004,0.5454545454545454,0.5,0.5454545454545454,1.0,0.7058823529411765,0.2727272727272727,0.5,0.35294117647058826,0.0,0.0,0.0,0.5454545454545454,1.0,0.7058823529411765
18,0.375,0.7272727272727273,0.7333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7333333333333334,0.7333333333333334,0.7272727272727273,0.6666666666666666,0.8,0.7272727272727273,0.8,0.6666666666666666,0.7272727272727273
19,0.35,0.4,0.375,0.5,0.5,0.5,0.375,0.375,0.375,0.25,0.25,0.25,0.5,0.5,0.5
20,0.35,0.5,0.4583333333333333,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.45238095238095233,0.4583333333333333,0.45054945054945056,0.3333333333333333,0.25,0.2857142857142857,0.5714285714285714,0.6666666666666666,0.6153846153846154
21,0.375,0.7272727272727273,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.7857142857142857,0.7857142857142857,0.7272727272727273,0.5714285714285714,1.0,0.7272727272727273,1.0,0.5714285714285714,0.7272727272727273
22,0.375,0.5454545454545454,0.5892857142857143,0.75,0.42857142857142855,0.5454545454545454,0.5892857142857143,0.5892857142857143,0.5454545454545454,0.42857142857142855,0.75,0.5454545454545454,0.75,0.42857142857142855,0.5454545454545454
23,0.375,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
24,0.375,0.2727272727272727,0.21428571428571427,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
25,0.375,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
26,0.375,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
27,0.375,0.5454545454545454,0.5333333333333333,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.5357142857142857,0.5333333333333333,0.5299145299145299,0.5,0.4,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.6153846153846154
28,0.375,0.45454545454545453,0.4666666666666667,0.5,0.3333333333333333,0.4,0.4642857142857143,0.4666666666666667,0.45,0.42857142857142855,0.6,0.5,0.5,0.3333333333333333,0.4
29,0.375,0.5,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.7222222222222222,0.5833333333333334,0.45054945054945056,0.4444444444444444,1.0,0.6153846153846154,1.0,0.16666666666666666,0.2857142857142857
30,0.375,0.5,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.7222222222222222,0.5833333333333334,0.45054945054945056,0.4444444444444444,1.0,0.6153846153846154,1.0,0.16666666666666666,0.2857142857142857
31,0.42500000000000004,0.36363636363636365,0.4464285714285714,0.5,0.14285714285714285,0.2222222222222222,0.41666666666666663,0.4464285714285714,0.3418803418803419,0.3333333333333333,0.75,0.46153846153846156,0.5,0.14285714285714285,0.2222222222222222
32,0.1,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
33,0.325,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
34,0.1,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
35,0.375,0.36363636363636365,0.4464285714285714,0.5,0.14285714285714285,0.2222222222222222,0.41666666666666663,0.4464285714285714,0.3418803418803419,0.3333333333333333,0.75,0.46153846153846156,0.5,0.14285714285714285,0.2222222222222222
36,0.1,0.6363636363636364,0.5,0.6363636363636364,1.0,0.7777777777777778,0.3181818181818182,0.5,0.3888888888888889,0.0,0.0,0.0,0.6363636363636364,1.0,0.7777777777777778
37,0.375,0.5454545454545454,0.5333333333333333,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.5357142857142857,0.5333333333333333,0.5299145299145299,0.5,0.4,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.6153846153846154
38,0.4,0.5454545454545454,0.55,0.6,0.5,0.5454545454545454,0.55,0.55,0.5454545454545454,0.5,0.6,0.5454545454545454,0.6,0.5,0.5454545454545454
39,0.4,0.7,0.75,1.0,0.5,0.6666666666666666,0.7857142857142857,0.75,0.696969696969697,0.5714285714285714,1.0,0.7272727272727273,1.0,0.5,0.6666666666666666
40,0.375,0.4,0.375,0.5,0.5,0.5,0.375,0.375,0.375,0.25,0.25,0.25,0.5,0.5,0.5
